0.08630826	0.004797554	-0.024690455	0.07418737	0.072718106	0.110113606	0.00742834	0.048647545	0.0029814232	0.00195391	0.11552991	0.008110548	-0.11672241	0.10612927	-0.03758691	0.07793824
-0.10956656	0.24484305	-0.06471916	0.46533105	0.16579357	0.054605268	-0.13287322	0.21777742	-0.05072048	-0.25594732	-0.08964064	0.31370735	-0.4153757	0.252384	-0.1853766	0.13006897
0.023439147	-0.06832575	-0.22663121	-0.1810784	-0.16092815	-0.09672349	0.04010329	-0.0009557025	-0.16932224	0.19843417	0.2409301	-0.053366594	0.16224909	-0.010846444	0.06922988	0.1885814
0.21651155	-0.105260536	-0.049786046	-0.06995451	0.054237295	0.00044123933	0.18358241	0.08495952	-0.057935327	-0.022515805	-0.019979019	-0.21698134	0.08662051	-0.04633289	-0.02514934	0.09443505
0.09237109	-0.03017806	0.010907107	-0.017469551	0.067213096	0.13055268	-0.029343084	-0.07828624	0.10843038	0.0128776925	0.12783982	0.0011498816	-0.07879952	-0.004154841	0.17132783	-0.109338105
0.11564135	-0.24932717	-0.37513804	-0.3733038	-0.38521057	-0.34607452	0.25983906	0.009663427	-0.41129264	0.5636316	0.46749434	-0.19951533	0.38776207	-0.107442155	0.15839374	0.36457464
0.0535706	0.0628576	0.08939753	0.09201617	0.1512004	0.06843087	-0.0019135418	0.17152718	-0.008268388	-0.13268688	-0.022648888	-0.02526786	-0.124128245	0.06564284	-0.12987326	0.0025235976
-0.028082395	0.03814226	0.03418292	0.07689677	0.018767979	-0.026974238	-0.16360949	-0.15133038	-0.028416188	0.09372575	0.16244215	0.042707805	-0.09655061	0.11569146	0.018676346	-0.0018248938
0.22167619	-0.3603404	-0.06729213	-0.38935181	-0.24823406	0.034685954	-0.101107955	-0.26594195	0.014514554	0.45675588	0.4330091	-0.14842844	0.30631757	-0.2631231	0.4118504	-0.14489354
0.028407324	0.054551885	-0.10873315	-0.068944626	-0.008962913	-0.20538412	0.17952044	0.08582625	-0.25896424	0.206425	0.036342163	-0.140524	0.020862484	0.14441827	-0.18133853	0.24614112
-0.12475294	0.2970167	0.0924384	0.30341	0.3877794	-0.1721983	-0.009499311	-0.06512471	-0.12997334	0.32584077	0.08761938	-0.026411885	-0.33981785	0.29250598	-0.34195298	0.2067184
-0.13632777	0.028699568	0.23290172	0.15381001	0.19085692	0.06557355	-0.4096943	-0.33923703	0.13042824	0.34345984	0.3473187	0.2004044	-0.23806837	0.06707997	0.2845166	-0.21363662
0.16703212	-0.28137642	0.18953939	-0.14992172	0.070464164	0.24475458	-0.10030891	-0.24262467	0.2569103	0.088207744	0.12475733	-0.11125612	0.12605482	-0.24786782	0.36886287	-0.24788518
0.10900154	0.050947253	0.02312139	0.17641827	0.084412895	0.14825901	-0.04238857	0.17581002	0.06914175	-0.17523748	-0.012935464	0.024715304	-0.17247555	0.09325475	-0.06000678	0.025995443
0.120240316	0.013616323	-0.017706968	0.2930145	0.10376058	0.1891894	0.1348302	0.4927586	0.13099901	-0.5667179	-0.36728522	0.06678194	-0.2267016	0.06688893	-0.18907917	-0.10646826
-0.20679872	0.19479594	-0.0022152155	0.4703742	0.20878422	0.014809386	-0.3027465	0.07910561	0.0399505	-0.11448669	0.071205355	0.35877246	-0.4763516	0.22663975	-0.016544914	-0.048334487
-0.010214574	-0.057116374	-0.0718801	0.23995605	-0.051264796	0.26723462	-0.24761368	0.018595396	0.18810748	-0.22274522	0.0491603	0.3591497	-0.18956444	0.027181897	0.30124992	-0.12930916
0.19502138	-0.07975342	-0.1282599	0.0060673165	-0.11234664	0.15749586	0.21489848	0.36447144	-0.008395737	-0.40275577	-0.21418494	-0.018216696	0.08990541	-0.0659317	-0.07026442	0.052499097
0.198731	-0.02126176	-0.567981	-0.27457988	-0.39786878	-0.618662	0.5744801	0.60244656	-0.6418548	0.023852099	-0.21983755	-0.43842813	0.298861	0.081517324	-0.33501607	0.5970569
0.2464238	-0.1044383	0.2707585	0.032249074	0.29759377	0.14845437	0.08464252	-0.11025238	0.14650305	0.06747754	-0.109790035	-0.35765097	-0.15832354	-0.13296045	-0.16153762	-0.18217468
0.15161136	0.042339932	0.19749247	0.06167203	0.24414411	0.0020836538	0.07164327	-0.06499652	0.044569846	0.17634961	-0.021343416	-0.18999453	-0.06857252	0.05709097	-0.13695303	0.005485835
-0.13116086	-0.006931831	-0.35136843	-0.13743041	-0.3695409	-0.29679003	-0.14567055	-0.20236565	-0.3530433	0.2968087	0.4328041	0.19763485	0.14005099	0.04565443	0.23533443	0.276297
-0.16020606	0.05764389	0.057422213	0.23262635	0.18321101	0.14516655	-0.3169514	-0.29427227	0.17066659	-0.07779577	0.12806201	0.18767586	-0.34734228	0.17543136	0.26661947	-0.20352769
-0.20585631	0.3290029	-0.40860987	0.16753234	-0.1958055	-0.3656796	0.104726814	0.2462813	-0.37245312	0.09545865	0.13039017	0.17386279	-0.13292097	0.29552272	-0.20177221	0.3877335
-0.09931166	0.08705248	-0.32085273	0.06125525	-0.2469912	-0.12464483	0.0743653	0.23652954	-0.18112043	-0.10766401	0.02004043	0.2361381	0.046875525	0.09150947	-0.010872482	0.2855073
0.061611284	-0.15469404	0.20593405	-0.21715944	0.1429291	0.07184416	-0.23238899	-0.37594888	0.15181798	0.40476152	0.4006323	-0.091738015	0.05782006	-0.11093025	0.2758087	-0.23089968
0.18962604	-0.30476952	0.05524405	-0.16548015	-0.006848285	0.20861304	-0.09205338	-0.020618275	0.15102597	-0.07256308	-0.0028224597	-0.14867643	0.13527116	-0.20882921	0.36061957	-0.20547915
-0.5907897	0.46225578	-0.3761305	0.545031	-0.5018971	-0.1567639	-0.6075612	-0.5683666	-0.28805274	0.30543914	0.58148855	0.63917726	-0.58995503	0.46008655	0.6655989	0.15655592
-0.083865814	0.14944567	-0.042359598	0.17198923	0.14343786	-0.05313942	0.054609742	0.092728995	-0.03710351	0.07095437	0.04881948	0.09403757	-0.1574031	0.16062677	-0.11369182	0.11001184
0.013143857	0.09501742	-0.16679877	0.14385632	-0.030514644	-0.11362951	0.13751066	0.22261505	-0.10137259	-0.11635556	-0.091646075	0.0506129	-0.07594113	0.14715126	-0.13415861	0.13794766
